"constituency","Party","election","Classification","Median_Age","Total_Rural_Population","Total_Urban_Population","Higher_Managerial","Lower_Managerial","Intermediate_Occupations","Small_Employers","Lower_Supervisory","Semi_Routine","Routine_Occupations","Never_Worked_Unemployed","Never_Worked","Long_Term_Unemployed","Total_Students_Count","yearly_avg_tavg","yearly_avg_tmin","yearly_avg_tmax","yearly_avg_prcp","yearly_avg_wspd","yearly_avg_pres","yearly_avg_tsun","Election","country.region","con_share","lib_share","lab_share","oth_share","environment","Flood Alert","Flood Warning","Update Flood Alert","Update Flood Warning","Severe Flood Warning","Update Severe Flood Warning","Flood Watch"
"lewisham west and penge"," UK Independence Party","2010","Predominantly Urban",35,0,105993,9455,20344,10467,7108,4198,8777,5679,5763,3859,1904,4700,10.8833333333333,7.04166666666667,14.6416666666667,57.4166666666667,13.9,1013.61666666667,7185,"2010 General Election","London",0.255,0.281,0.411,0.053,1,NA,NA,NA,NA,NA,NA,NA
"lewisham west and penge"," Labour Party","2010","Predominantly Urban",35,0,105993,9455,20344,10467,7108,4198,8777,5679,5763,3859,1904,4700,10.8833333333333,7.04166666666667,14.6416666666667,57.4166666666667,13.9,1013.61666666667,7185,"2010 General Election","London",0.255,0.281,0.411,0.053,2,NA,NA,NA,NA,NA,NA,NA
"lewisham west and penge"," Labour Party","2010","Predominantly Urban",35,0,105993,9455,20344,10467,7108,4198,8777,5679,5763,3859,1904,4700,10.8833333333333,7.04166666666667,14.6416666666667,57.4166666666667,13.9,1013.61666666667,7185,"2010 General Election","London",0.255,0.281,0.411,0.053,1,NA,NA,NA,NA,NA,NA,NA
"lewisham west and penge"," Labour Party","2010","Predominantly Urban",35,0,105993,9455,20344,10467,7108,4198,8777,5679,5763,3859,1904,4700,10.8833333333333,7.04166666666667,14.6416666666667,57.4166666666667,13.9,1013.61666666667,7185,"2010 General Election","London",0.255,0.281,0.411,0.053,9,NA,NA,NA,NA,NA,NA,NA
"lewisham west and penge"," Liberal Democrats","2010","Predominantly Urban",35,0,105993,9455,20344,10467,7108,4198,8777,5679,5763,3859,1904,4700,10.8833333333333,7.04166666666667,14.6416666666667,57.4166666666667,13.9,1013.61666666667,7185,"2010 General Election","London",0.255,0.281,0.411,0.053,6,NA,NA,NA,NA,NA,NA,NA
"lewisham west and penge"," Liberal Democrats","2010","Predominantly Urban",35,0,105993,9455,20344,10467,7108,4198,8777,5679,5763,3859,1904,4700,10.8833333333333,7.04166666666667,14.6416666666667,57.4166666666667,13.9,1013.61666666667,7185,"2010 General Election","London",0.255,0.281,0.411,0.053,5,NA,NA,NA,NA,NA,NA,NA
"lewisham west and penge"," Liberal Democrats","2010","Predominantly Urban",35,0,105993,9455,20344,10467,7108,4198,8777,5679,5763,3859,1904,4700,10.8833333333333,7.04166666666667,14.6416666666667,57.4166666666667,13.9,1013.61666666667,7185,"2010 General Election","London",0.255,0.281,0.411,0.053,0,NA,NA,NA,NA,NA,NA,NA
"lewisham west and penge"," Liberal Democrats","2010","Predominantly Urban",35,0,105993,9455,20344,10467,7108,4198,8777,5679,5763,3859,1904,4700,10.8833333333333,7.04166666666667,14.6416666666667,57.4166666666667,13.9,1013.61666666667,7185,"2010 General Election","London",0.255,0.281,0.411,0.053,1,NA,NA,NA,NA,NA,NA,NA
"lewisham west and penge"," Labour Party","2015","Predominantly Urban",35,0,105993,9455,20344,10467,7108,4198,8777,5679,5763,3859,1904,4700,10.8833333333333,7.04166666666667,14.6416666666667,57.4166666666667,13.9,1013.61666666667,7185,"2015 General Election","London",0.242,0.077,0.506,0.175,0,NA,NA,NA,NA,NA,NA,NA
"lewisham west and penge"," Green Party","2015","Predominantly Urban",35,0,105993,9455,20344,10467,7108,4198,8777,5679,5763,3859,1904,4700,10.8833333333333,7.04166666666667,14.6416666666667,57.4166666666667,13.9,1013.61666666667,7185,"2015 General Election","London",0.242,0.077,0.506,0.175,12,NA,NA,NA,NA,NA,NA,NA
"lewisham west and penge"," Conservative Party","2015","Predominantly Urban",35,0,105993,9455,20344,10467,7108,4198,8777,5679,5763,3859,1904,4700,10.8833333333333,7.04166666666667,14.6416666666667,57.4166666666667,13.9,1013.61666666667,7185,"2015 General Election","London",0.242,0.077,0.506,0.175,2,NA,NA,NA,NA,NA,NA,NA
"lewisham west and penge"," UK Independence Party","2015","Predominantly Urban",35,0,105993,9455,20344,10467,7108,4198,8777,5679,5763,3859,1904,4700,10.8833333333333,7.04166666666667,14.6416666666667,57.4166666666667,13.9,1013.61666666667,7185,"2015 General Election","London",0.242,0.077,0.506,0.175,1,NA,NA,NA,NA,NA,NA,NA
"lewisham west and penge"," Liberal Democrats","2015","Predominantly Urban",35,0,105993,9455,20344,10467,7108,4198,8777,5679,5763,3859,1904,4700,10.8833333333333,7.04166666666667,14.6416666666667,57.4166666666667,13.9,1013.61666666667,7185,"2015 General Election","London",0.242,0.077,0.506,0.175,0,NA,NA,NA,NA,NA,NA,NA
"lewisham west and penge"," Labour Party","2017","Predominantly Urban",35,0,105993,9455,20344,10467,7108,4198,8777,5679,5763,3859,1904,4700,10.8833333333333,7.04166666666667,14.6416666666667,57.4166666666667,13.9,1013.61666666667,7185,"2017 General Election","London",0.23,0.062,0.666,0.042,0,13386,138,2208,0,0,0,0
"lewisham west and penge"," Liberal Democrats","2017","Predominantly Urban",35,0,105993,9455,20344,10467,7108,4198,8777,5679,5763,3859,1904,4700,10.8833333333333,7.04166666666667,14.6416666666667,57.4166666666667,13.9,1013.61666666667,7185,"2017 General Election","London",0.23,0.062,0.666,0.042,0,13386,138,2208,0,0,0,0
"lewisham west and penge"," Labour Party","2019","Predominantly Urban",35,0,105993,9455,20344,10467,7108,4198,8777,5679,5763,3859,1904,4700,10.8833333333333,7.04166666666667,14.6416666666667,57.4166666666667,13.9,1013.61666666667,7185,"2019 General Election","London",0.198,0.12,0.612,0.07,2,26496,2898,4485,621,0,0,0
"heywood and middleton"," Conservative Party","2010","Predominantly Urban",40,1586,102308,5619,13879,10781,6651,5704,11695,11617,4862,3193,1669,2814,9.24166666666666,4.42857142857143,10.8142857142857,NA,15.2833333333333,1011.8,NA,"2010 General Election",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"heywood and middleton"," UK Independence Party","2015","Predominantly Urban",40,1586,102308,5619,13879,10781,6651,5704,11695,11617,4862,3193,1669,2814,9.24166666666666,4.42857142857143,10.8142857142857,NA,15.2833333333333,1011.8,NA,"2015 General Election",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"heywood and middleton"," Green Party","2015","Predominantly Urban",40,1586,102308,5619,13879,10781,6651,5704,11695,11617,4862,3193,1669,2814,9.24166666666666,4.42857142857143,10.8142857142857,NA,15.2833333333333,1011.8,NA,"2015 General Election",NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA
"heywood and middleton"," Conservative Party","2015","Predominantly Urban",40,1586,102308,5619,13879,10781,6651,5704,11695,11617,4862,3193,1669,2814,9.24166666666666,4.42857142857143,10.8142857142857,NA,15.2833333333333,1011.8,NA,"2015 General Election",NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA
"heywood and middleton"," Labour Party","2015","Predominantly Urban",40,1586,102308,5619,13879,10781,6651,5704,11695,11617,4862,3193,1669,2814,9.24166666666666,4.42857142857143,10.8142857142857,NA,15.2833333333333,1011.8,NA,"2015 General Election",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"leeds north east"," Labour Party","2010","Predominantly Urban",37,119,91521,11555,16611,8259,5525,3000,6979,4473,4385,3143,1242,3645,9,5.2875,12.4375,NA,14.1625,1012.16666666667,NA,"2010 General Election","Yorkshire and The Humber",0.331,0.196,0.427,0.046,1,1349,15194,0,0,0,0,26341
"leeds north east"," Conservative Party","2015","Predominantly Urban",37,119,91521,11555,16611,8259,5525,3000,6979,4473,4385,3143,1242,3645,9,5.2875,12.4375,NA,14.1625,1012.16666666667,NA,"2015 General Election","Yorkshire and The Humber",0.329,0.053,0.479,0.139,0,333487,239554,0,23359,12425,0,0
"leeds north east"," Conservative Party","2015","Predominantly Urban",37,119,91521,11555,16611,8259,5525,3000,6979,4473,4385,3143,1242,3645,9,5.2875,12.4375,NA,14.1625,1012.16666666667,NA,"2015 General Election","Yorkshire and The Humber",0.329,0.053,0.479,0.139,5,333487,239554,0,23359,12425,0,0
"leeds north east"," Liberal Democrats","2015","Predominantly Urban",37,119,91521,11555,16611,8259,5525,3000,6979,4473,4385,3143,1242,3645,9,5.2875,12.4375,NA,14.1625,1012.16666666667,NA,"2015 General Election","Yorkshire and The Humber",0.329,0.053,0.479,0.139,1,333487,239554,0,23359,12425,0,0
"leeds north east"," UK Independence Party","2015","Predominantly Urban",37,119,91521,11555,16611,8259,5525,3000,6979,4473,4385,3143,1242,3645,9,5.2875,12.4375,NA,14.1625,1012.16666666667,NA,"2015 General Election","Yorkshire and The Humber",0.329,0.053,0.479,0.139,0,333487,239554,0,23359,12425,0,0
"leeds north east"," Conservative Party","2015","Predominantly Urban",37,119,91521,11555,16611,8259,5525,3000,6979,4473,4385,3143,1242,3645,9,5.2875,12.4375,NA,14.1625,1012.16666666667,NA,"2015 General Election","Yorkshire and The Humber",0.329,0.053,0.479,0.139,2,333487,239554,0,23359,12425,0,0
"leeds north east"," Labour Party","2015","Predominantly Urban",37,119,91521,11555,16611,8259,5525,3000,6979,4473,4385,3143,1242,3645,9,5.2875,12.4375,NA,14.1625,1012.16666666667,NA,"2015 General Election","Yorkshire and The Humber",0.329,0.053,0.479,0.139,1,333487,239554,0,23359,12425,0,0
"leeds north east"," Labour Party","2015","Predominantly Urban",37,119,91521,11555,16611,8259,5525,3000,6979,4473,4385,3143,1242,3645,9,5.2875,12.4375,NA,14.1625,1012.16666666667,NA,"2015 General Election","Yorkshire and The Humber",0.329,0.053,0.479,0.139,0,333487,239554,0,23359,12425,0,0
"leeds north east"," Conservative Party","2017","Predominantly Urban",37,119,91521,11555,16611,8259,5525,3000,6979,4473,4385,3143,1242,3645,9,5.2875,12.4375,NA,14.1625,1012.16666666667,NA,"2017 General Election","Yorkshire and The Humber",0.31,0.037,0.631,0.022,0,247080,63900,34435,5680,0,0,0
"leeds north east"," Liberal Democrats","2017","Predominantly Urban",37,119,91521,11555,16611,8259,5525,3000,6979,4473,4385,3143,1242,3645,9,5.2875,12.4375,NA,14.1625,1012.16666666667,NA,"2017 General Election","Yorkshire and The Humber",0.31,0.037,0.631,0.022,0,247080,63900,34435,5680,0,0,0
"leeds north east"," Conservative Party","2017","Predominantly Urban",37,119,91521,11555,16611,8259,5525,3000,6979,4473,4385,3143,1242,3645,9,5.2875,12.4375,NA,14.1625,1012.16666666667,NA,"2017 General Election","Yorkshire and The Humber",0.31,0.037,0.631,0.022,2,247080,63900,34435,5680,0,0,0
"leeds north east"," Conservative Party","2017","Predominantly Urban",37,119,91521,11555,16611,8259,5525,3000,6979,4473,4385,3143,1242,3645,9,5.2875,12.4375,NA,14.1625,1012.16666666667,NA,"2017 General Election","Yorkshire and The Humber",0.31,0.037,0.631,0.022,1,247080,63900,34435,5680,0,0,0
"leeds north east"," Liberal Democrats","2017","Predominantly Urban",37,119,91521,11555,16611,8259,5525,3000,6979,4473,4385,3143,1242,3645,9,5.2875,12.4375,NA,14.1625,1012.16666666667,NA,"2017 General Election","Yorkshire and The Humber",0.31,0.037,0.631,0.022,1,247080,63900,34435,5680,0,0,0
"high peak"," Green Party","2010","Predominantly Rural",43,27861,63031,7525,14733,8070,7351,5397,9882,7437,2400,1383,1017,2536,9.24166666666667,5.275,13.2166666666667,51.6666666666667,12.425,1013.025,6970,"2010 General Election","East Midlands",0.409,0.218,0.316,0.057,21,1349,15194,0,0,0,0,26341
"high peak"," Labour Party","2017","Predominantly Rural",43,27861,63031,7525,14733,8070,7351,5397,9882,7437,2400,1383,1017,2536,9.24166666666667,5.275,13.2166666666667,51.6666666666667,12.425,1013.025,6970,"2017 General Election","East Midlands",0.454,0.05,0.497,NA,0,61227,14883,8150,1220,0,0,0
"leeds north west"," Liberal Democrats","2015","Predominantly Urban",32,6520,78051,8056,13005,6918,4558,2918,6162,3787,2197,1427,770,17728,9.24285714285714,5.45714285714286,13,NA,14.8428571428571,1012.03333333333,NA,"2015 General Election","Yorkshire and The Humber",0.186,0.368,0.301,0.145,4,619333,444886,0,43381,23075,0,0
"leeds north west"," Liberal Democrats","2015","Predominantly Urban",32,6520,78051,8056,13005,6918,4558,2918,6162,3787,2197,1427,770,17728,9.24285714285714,5.45714285714286,13,NA,14.8428571428571,1012.03333333333,NA,"2015 General Election","Yorkshire and The Humber",0.186,0.368,0.301,0.145,1,619333,444886,0,43381,23075,0,0
"leeds north west"," Labour Party","2015","Predominantly Urban",32,6520,78051,8056,13005,6918,4558,2918,6162,3787,2197,1427,770,17728,9.24285714285714,5.45714285714286,13,NA,14.8428571428571,1012.03333333333,NA,"2015 General Election","Yorkshire and The Humber",0.186,0.368,0.301,0.145,2,619333,444886,0,43381,23075,0,0
"leeds north west"," Labour Party","2015","Predominantly Urban",32,6520,78051,8056,13005,6918,4558,2918,6162,3787,2197,1427,770,17728,9.24285714285714,5.45714285714286,13,NA,14.8428571428571,1012.03333333333,NA,"2015 General Election","Yorkshire and The Humber",0.186,0.368,0.301,0.145,0,619333,444886,0,43381,23075,0,0
"leeds north west"," Liberal Democrats","2015","Predominantly Urban",32,6520,78051,8056,13005,6918,4558,2918,6162,3787,2197,1427,770,17728,9.24285714285714,5.45714285714286,13,NA,14.8428571428571,1012.03333333333,NA,"2015 General Election","Yorkshire and The Humber",0.186,0.368,0.301,0.145,0,619333,444886,0,43381,23075,0,0
"leeds north west"," Conservative Party","2015","Predominantly Urban",32,6520,78051,8056,13005,6918,4558,2918,6162,3787,2197,1427,770,17728,9.24285714285714,5.45714285714286,13,NA,14.8428571428571,1012.03333333333,NA,"2015 General Election","Yorkshire and The Humber",0.186,0.368,0.301,0.145,0,619333,444886,0,43381,23075,0,0
"leeds north west"," Liberal Democrats","2015","Predominantly Urban",32,6520,78051,8056,13005,6918,4558,2918,6162,3787,2197,1427,770,17728,9.24285714285714,5.45714285714286,13,NA,14.8428571428571,1012.03333333333,NA,"2015 General Election","Yorkshire and The Humber",0.186,0.368,0.301,0.145,6,619333,444886,0,43381,23075,0,0
"leeds north west"," Green Party","2015","Predominantly Urban",32,6520,78051,8056,13005,6918,4558,2918,6162,3787,2197,1427,770,17728,9.24285714285714,5.45714285714286,13,NA,14.8428571428571,1012.03333333333,NA,"2015 General Election","Yorkshire and The Humber",0.186,0.368,0.301,0.145,25,619333,444886,0,43381,23075,0,0
"leeds north west"," UK Independence Party","2015","Predominantly Urban",32,6520,78051,8056,13005,6918,4558,2918,6162,3787,2197,1427,770,17728,9.24285714285714,5.45714285714286,13,NA,14.8428571428571,1012.03333333333,NA,"2015 General Election","Yorkshire and The Humber",0.186,0.368,0.301,0.145,0,619333,444886,0,43381,23075,0,0
"leeds north west"," Labour Party","2015","Predominantly Urban",32,6520,78051,8056,13005,6918,4558,2918,6162,3787,2197,1427,770,17728,9.24285714285714,5.45714285714286,13,NA,14.8428571428571,1012.03333333333,NA,"2015 General Election","Yorkshire and The Humber",0.186,0.368,0.301,0.145,1,619333,444886,0,43381,23075,0,0
"leeds north west"," Labour Party","2015","Predominantly Urban",32,6520,78051,8056,13005,6918,4558,2918,6162,3787,2197,1427,770,17728,9.24285714285714,5.45714285714286,13,NA,14.8428571428571,1012.03333333333,NA,"2015 General Election","Yorkshire and The Humber",0.186,0.368,0.301,0.145,5,619333,444886,0,43381,23075,0,0
"leeds north west"," Liberal Democrats","2015","Predominantly Urban",32,6520,78051,8056,13005,6918,4558,2918,6162,3787,2197,1427,770,17728,9.24285714285714,5.45714285714286,13,NA,14.8428571428571,1012.03333333333,NA,"2015 General Election","Yorkshire and The Humber",0.186,0.368,0.301,0.145,2,619333,444886,0,43381,23075,0,0
"leeds north west"," Liberal Democrats","2015","Predominantly Urban",32,6520,78051,8056,13005,6918,4558,2918,6162,3787,2197,1427,770,17728,9.24285714285714,5.45714285714286,13,NA,14.8428571428571,1012.03333333333,NA,"2015 General Election","Yorkshire and The Humber",0.186,0.368,0.301,0.145,3,619333,444886,0,43381,23075,0,0
"leeds north west"," Green Party","2017","Predominantly Urban",32,6520,78051,8056,13005,6918,4558,2918,6162,3787,2197,1427,770,17728,9.24285714285714,5.45714285714286,13,NA,14.8428571428571,1012.03333333333,NA,"2017 General Election","Yorkshire and The Humber",0.197,0.35,0.441,0.013,17,247080,63900,34435,5680,0,0,0
"leeds north west"," Liberal Democrats","2017","Predominantly Urban",32,6520,78051,8056,13005,6918,4558,2918,6162,3787,2197,1427,770,17728,9.24285714285714,5.45714285714286,13,NA,14.8428571428571,1012.03333333333,NA,"2017 General Election","Yorkshire and The Humber",0.197,0.35,0.441,0.013,2,247080,63900,34435,5680,0,0,0
"leeds north west"," Labour Party","2017","Predominantly Urban",32,6520,78051,8056,13005,6918,4558,2918,6162,3787,2197,1427,770,17728,9.24285714285714,5.45714285714286,13,NA,14.8428571428571,1012.03333333333,NA,"2017 General Election","Yorkshire and The Humber",0.197,0.35,0.441,0.013,0,247080,63900,34435,5680,0,0,0
"leeds north west"," Labour Party","2017","Predominantly Urban",32,6520,78051,8056,13005,6918,4558,2918,6162,3787,2197,1427,770,17728,9.24285714285714,5.45714285714286,13,NA,14.8428571428571,1012.03333333333,NA,"2017 General Election","Yorkshire and The Humber",0.197,0.35,0.441,0.013,3,247080,63900,34435,5680,0,0,0
"leeds north west"," Liberal Democrats","2017","Predominantly Urban",32,6520,78051,8056,13005,6918,4558,2918,6162,3787,2197,1427,770,17728,9.24285714285714,5.45714285714286,13,NA,14.8428571428571,1012.03333333333,NA,"2017 General Election","Yorkshire and The Humber",0.197,0.35,0.441,0.013,0,247080,63900,34435,5680,0,0,0
"leeds north west"," Liberal Democrats","2019","Predominantly Urban",32,6520,78051,8056,13005,6918,4558,2918,6162,3787,2197,1427,770,17728,9.24285714285714,5.45714285714286,13,NA,14.8428571428571,1012.03333333333,NA,"2019 General Election","Yorkshire and The Humber",0.268,0.191,0.486,0.055,2,146331,81153,30885,10650,1491,0,0
"leeds north west"," Liberal Democrats","2019","Predominantly Urban",32,6520,78051,8056,13005,6918,4558,2918,6162,3787,2197,1427,770,17728,9.24285714285714,5.45714285714286,13,NA,14.8428571428571,1012.03333333333,NA,"2019 General Election","Yorkshire and The Humber",0.268,0.191,0.486,0.055,1,146331,81153,30885,10650,1491,0,0
"leeds north west"," Labour Party","2019","Predominantly Urban",32,6520,78051,8056,13005,6918,4558,2918,6162,3787,2197,1427,770,17728,9.24285714285714,5.45714285714286,13,NA,14.8428571428571,1012.03333333333,NA,"2019 General Election","Yorkshire and The Humber",0.268,0.191,0.486,0.055,8,146331,81153,30885,10650,1491,0,0
"loughborough"," Labour Party","2010","Predominantly Urban",35,5456,93721,7925,13752,7912,5301,5234,9226,8012,2839,1899,940,13854,8.9625,5.7625,12.3375,NA,17.9625,1012.325,NA,"2010 General Election","East Midlands",0.416,0.183,0.345,0.056,2,NA,NA,NA,NA,NA,NA,NA
"loughborough"," Labour Party","2010","Predominantly Urban",35,5456,93721,7925,13752,7912,5301,5234,9226,8012,2839,1899,940,13854,8.9625,5.7625,12.3375,NA,17.9625,1012.325,NA,"2010 General Election","East Midlands",0.416,0.183,0.345,0.056,0,NA,NA,NA,NA,NA,NA,NA
"loughborough"," Labour Party","2010","Predominantly Urban",35,5456,93721,7925,13752,7912,5301,5234,9226,8012,2839,1899,940,13854,8.9625,5.7625,12.3375,NA,17.9625,1012.325,NA,"2010 General Election","East Midlands",0.416,0.183,0.345,0.056,1,NA,NA,NA,NA,NA,NA,NA
"loughborough"," Conservative Party","2010","Predominantly Urban",35,5456,93721,7925,13752,7912,5301,5234,9226,8012,2839,1899,940,13854,8.9625,5.7625,12.3375,NA,17.9625,1012.325,NA,"2010 General Election","East Midlands",0.416,0.183,0.345,0.056,0,NA,NA,NA,NA,NA,NA,NA
"loughborough"," Liberal Democrats","2010","Predominantly Urban",35,5456,93721,7925,13752,7912,5301,5234,9226,8012,2839,1899,940,13854,8.9625,5.7625,12.3375,NA,17.9625,1012.325,NA,"2010 General Election","East Midlands",0.416,0.183,0.345,0.056,0,NA,NA,NA,NA,NA,NA,NA
"loughborough"," Liberal Democrats","2010","Predominantly Urban",35,5456,93721,7925,13752,7912,5301,5234,9226,8012,2839,1899,940,13854,8.9625,5.7625,12.3375,NA,17.9625,1012.325,NA,"2010 General Election","East Midlands",0.416,0.183,0.345,0.056,11,NA,NA,NA,NA,NA,NA,NA
"loughborough"," Conservative Party","2010","Predominantly Urban",35,5456,93721,7925,13752,7912,5301,5234,9226,8012,2839,1899,940,13854,8.9625,5.7625,12.3375,NA,17.9625,1012.325,NA,"2010 General Election","East Midlands",0.416,0.183,0.345,0.056,2,NA,NA,NA,NA,NA,NA,NA
"loughborough"," Conservative Party","2010","Predominantly Urban",35,5456,93721,7925,13752,7912,5301,5234,9226,8012,2839,1899,940,13854,8.9625,5.7625,12.3375,NA,17.9625,1012.325,NA,"2010 General Election","East Midlands",0.416,0.183,0.345,0.056,1,NA,NA,NA,NA,NA,NA,NA
"loughborough"," Conservative Party","2010","Predominantly Urban",35,5456,93721,7925,13752,7912,5301,5234,9226,8012,2839,1899,940,13854,8.9625,5.7625,12.3375,NA,17.9625,1012.325,NA,"2010 General Election","East Midlands",0.416,0.183,0.345,0.056,3,NA,NA,NA,NA,NA,NA,NA
"loughborough"," UK Independence Party","2015","Predominantly Urban",35,5456,93721,7925,13752,7912,5301,5234,9226,8012,2839,1899,940,13854,8.9625,5.7625,12.3375,NA,17.9625,1012.325,NA,"2015 General Election","East Midlands",0.495,0.041,0.319,0.145,1,NA,NA,NA,NA,NA,NA,NA
"loughborough"," Labour Party","2017","Predominantly Urban",35,5456,93721,7925,13752,7912,5301,5234,9226,8012,2839,1899,940,13854,8.9625,5.7625,12.3375,NA,17.9625,1012.325,NA,"2017 General Election","East Midlands",0.499,0.036,0.42,0.045,1,3648,456,570,0,0,0,0
"loughborough"," Liberal Democrats","2017","Predominantly Urban",35,5456,93721,7925,13752,7912,5301,5234,9226,8012,2839,1899,940,13854,8.9625,5.7625,12.3375,NA,17.9625,1012.325,NA,"2017 General Election","East Midlands",0.499,0.036,0.42,0.045,2,3648,456,570,0,0,0,0
"holborn and st pancras"," Liberal Democrats","2010","Predominantly Urban",32,0,135642,16648,25224,8378,7748,4045,8576,5742,9165,7106,2059,20033,11.3,7.525,14.9916666666667,57.4166666666667,13.92,1013.61666666667,7185,"2010 General Election",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"holborn and st pancras"," Conservative Party","2010","Predominantly Urban",32,0,135642,16648,25224,8378,7748,4045,8576,5742,9165,7106,2059,20033,11.3,7.525,14.9916666666667,57.4166666666667,13.92,1013.61666666667,7185,"2010 General Election",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"holborn and st pancras"," Liberal Democrats","2010","Predominantly Urban",32,0,135642,16648,25224,8378,7748,4045,8576,5742,9165,7106,2059,20033,11.3,7.525,14.9916666666667,57.4166666666667,13.92,1013.61666666667,7185,"2010 General Election",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"holborn and st pancras"," Conservative Party","2010","Predominantly Urban",32,0,135642,16648,25224,8378,7748,4045,8576,5742,9165,7106,2059,20033,11.3,7.525,14.9916666666667,57.4166666666667,13.92,1013.61666666667,7185,"2010 General Election",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"holborn and st pancras"," Labour Party","2010","Predominantly Urban",32,0,135642,16648,25224,8378,7748,4045,8576,5742,9165,7106,2059,20033,11.3,7.525,14.9916666666667,57.4166666666667,13.92,1013.61666666667,7185,"2010 General Election",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"holborn and st pancras"," Labour Party","2010","Predominantly Urban",32,0,135642,16648,25224,8378,7748,4045,8576,5742,9165,7106,2059,20033,11.3,7.525,14.9916666666667,57.4166666666667,13.92,1013.61666666667,7185,"2010 General Election",NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
"holborn and st pancras"," Green Party","2010","Predominantly Urban",32,0,135642,16648,25224,8378,7748,4045,8576,5742,9165,7106,2059,20033,11.3,7.525,14.9916666666667,57.4166666666667,13.92,1013.61666666667,7185,"2010 General Election",NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA
"holborn and st pancras"," Green Party","2010","Predominantly Urban",32,0,135642,16648,25224,8378,7748,4045,8576,5742,9165,7106,2059,20033,11.3,7.525,14.9916666666667,57.4166666666667,13.92,1013.61666666667,7185,"2010 General Election",NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA
"holborn and st pancras"," Green Party","2010","Predominantly Urban",32,0,135642,16648,25224,8378,7748,4045,8576,5742,9165,7106,2059,20033,11.3,7.525,14.9916666666667,57.4166666666667,13.92,1013.61666666667,7185,"2010 General Election",NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA
"holborn and st pancras"," Green Party","2010","Predominantly Urban",32,0,135642,16648,25224,8378,7748,4045,8576,5742,9165,7106,2059,20033,11.3,7.525,14.9916666666667,57.4166666666667,13.92,1013.61666666667,7185,"2010 General Election",NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA
"holborn and st pancras"," Green Party","2010","Predominantly Urban",32,0,135642,16648,25224,8378,7748,4045,8576,5742,9165,7106,2059,20033,11.3,7.525,14.9916666666667,57.4166666666667,13.92,1013.61666666667,7185,"2010 General Election",NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA
"holborn and st pancras"," Conservative Party","2010","Predominantly Urban",32,0,135642,16648,25224,8378,7748,4045,8576,5742,9165,7106,2059,20033,11.3,7.525,14.9916666666667,57.4166666666667,13.92,1013.61666666667,7185,"2010 General Election",NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA
"holborn and st pancras"," Liberal Democrats","2010","Predominantly Urban",32,0,135642,16648,25224,8378,7748,4045,8576,5742,9165,7106,2059,20033,11.3,7.525,14.9916666666667,57.4166666666667,13.92,1013.61666666667,7185,"2010 General Election",NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"holborn and st pancras"," Conservative Party","2010","Predominantly Urban",32,0,135642,16648,25224,8378,7748,4045,8576,5742,9165,7106,2059,20033,11.3,7.525,14.9916666666667,57.4166666666667,13.92,1013.61666666667,7185,"2010 General Election",NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"holborn and st pancras"," Labour Party","2010","Predominantly Urban",32,0,135642,16648,25224,8378,7748,4045,8576,5742,9165,7106,2059,20033,11.3,7.525,14.9916666666667,57.4166666666667,13.92,1013.61666666667,7185,"2010 General Election",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"holborn and st pancras"," Conservative Party","2010","Predominantly Urban",32,0,135642,16648,25224,8378,7748,4045,8576,5742,9165,7106,2059,20033,11.3,7.525,14.9916666666667,57.4166666666667,13.92,1013.61666666667,7185,"2010 General Election",NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
"holborn and st pancras"," Conservative Party","2010","Predominantly Urban",32,0,135642,16648,25224,8378,7748,4045,8576,5742,9165,7106,2059,20033,11.3,7.525,14.9916666666667,57.4166666666667,13.92,1013.61666666667,7185,"2010 General Election",NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA
