Election,Party,environment,constituency,Election Date,Year Before Election,yearly_avg_tavg,yearly_avg_tmin,yearly_avg_tmax,yearly_avg_prcp,yearly_avg_wspd,yearly_avg_pres,yearly_avg_tsun
2010 General Election, Labour Party,1,newbury,2010-05-06,2009-05-06,10.177777777777777,5.966666666666666,14.122222222222224,,13.733333333333333,1013.95,
2010 General Election, Conservative Party,0,newbury,2010-05-06,2009-05-06,10.177777777777777,5.966666666666666,14.122222222222224,,13.733333333333333,1013.95,
2010 General Election, Liberal Democrats,0,newbury,2010-05-06,2009-05-06,10.177777777777777,5.966666666666666,14.122222222222224,,13.733333333333333,1013.95,
2015 General Election, Liberal Democrats,4,newbury,2015-05-07,2014-05-07,10.177777777777777,5.966666666666666,14.122222222222224,,13.733333333333333,1013.95,
2015 General Election, Labour Party,0,newbury,2015-05-07,2014-05-07,10.177777777777777,5.966666666666666,14.122222222222224,,13.733333333333333,1013.95,
2015 General Election, Green Party,11,newbury,2015-05-07,2014-05-07,10.177777777777777,5.966666666666666,14.122222222222224,,13.733333333333333,1013.95,
2015 General Election, Conservative Party,0,newbury,2015-05-07,2014-05-07,10.177777777777777,5.966666666666666,14.122222222222224,,13.733333333333333,1013.95,
2015 General Election, Liberal Democrats,0,newbury,2015-05-07,2014-05-07,10.177777777777777,5.966666666666666,14.122222222222224,,13.733333333333333,1013.95,
2015 General Election, Conservative Party,2,newbury,2015-05-07,2014-05-07,10.177777777777777,5.966666666666666,14.122222222222224,,13.733333333333333,1013.95,
2015 General Election, Liberal Democrats,9,newbury,2015-05-07,2014-05-07,10.177777777777777,5.966666666666666,14.122222222222224,,13.733333333333333,1013.95,
2015 General Election, UK Independence Party,0,newbury,2015-05-07,2014-05-07,10.177777777777777,5.966666666666666,14.122222222222224,,13.733333333333333,1013.95,
2015 General Election, Liberal Democrats,2,newbury,2015-05-07,2014-05-07,10.177777777777777,5.966666666666666,14.122222222222224,,13.733333333333333,1013.95,
2017 General Election, Green Party,11,newbury,2017-06-08,2016-06-08,10.177777777777777,5.966666666666666,14.122222222222224,,13.733333333333333,1013.95,
2017 General Election, Labour Party,1,newbury,2017-06-08,2016-06-08,10.177777777777777,5.966666666666666,14.122222222222224,,13.733333333333333,1013.95,
2017 General Election, Liberal Democrats,2,newbury,2017-06-08,2016-06-08,10.177777777777777,5.966666666666666,14.122222222222224,,13.733333333333333,1013.95,
2017 General Election, Conservative Party,0,newbury,2017-06-08,2016-06-08,10.177777777777777,5.966666666666666,14.122222222222224,,13.733333333333333,1013.95,
2019 General Election, Liberal Democrats,4,newbury,2019-12-12,2018-12-12,10.177777777777777,5.966666666666666,14.122222222222224,,13.733333333333333,1013.95,
2019 General Election, Liberal Democrats,24,newbury,2019-12-12,2018-12-12,10.177777777777777,5.966666666666666,14.122222222222224,,13.733333333333333,1013.95,
2019 General Election, Liberal Democrats,2,newbury,2019-12-12,2018-12-12,10.177777777777777,5.966666666666666,14.122222222222224,,13.733333333333333,1013.95,
2019 General Election, Green Party,11,newbury,2019-12-12,2018-12-12,10.177777777777777,5.966666666666666,14.122222222222224,,13.733333333333333,1013.95,
2019 General Election, Conservative Party,1,newbury,2019-12-12,2018-12-12,10.177777777777777,5.966666666666666,14.122222222222224,,13.733333333333333,1013.95,
2019 General Election, Labour Party,5,newbury,2019-12-12,2018-12-12,10.177777777777777,5.966666666666666,14.122222222222224,,13.733333333333333,1013.95,
2019 General Election, Green Party,6,newbury,2019-12-12,2018-12-12,10.177777777777777,5.966666666666666,14.122222222222224,,13.733333333333333,1013.95,
2019 General Election, Liberal Democrats,6,newbury,2019-12-12,2018-12-12,10.177777777777777,5.966666666666666,14.122222222222224,,13.733333333333333,1013.95,
2019 General Election, Liberal Democrats,0,newbury,2019-12-12,2018-12-12,10.177777777777777,5.966666666666666,14.122222222222224,,13.733333333333333,1013.95,
2019 General Election, Conservative Party,0,newbury,2019-12-12,2018-12-12,10.177777777777777,5.966666666666666,14.122222222222224,,13.733333333333333,1013.95,
2019 General Election, Conservative Party,6,newbury,2019-12-12,2018-12-12,10.177777777777777,5.966666666666666,14.122222222222224,,13.733333333333333,1013.95,
2010 General Election, Labour Party,0,newcastle upon tyne north,2010-05-06,2009-05-06,9.108333333333334,5.333333333333333,12.808333333333332,59.833333333333336,15.166666666666666,1012.3083333333334,6800.0
2010 General Election, Liberal Democrats,2,newcastle upon tyne north,2010-05-06,2009-05-06,9.108333333333334,5.333333333333333,12.808333333333332,59.833333333333336,15.166666666666666,1012.3083333333334,6800.0
2015 General Election, Conservative Party,3,newcastle upon tyne north,2015-05-07,2014-05-07,9.108333333333334,5.333333333333333,12.808333333333332,59.833333333333336,15.166666666666666,1012.3083333333334,6800.0
2015 General Election, Liberal Democrats,8,newcastle upon tyne north,2015-05-07,2014-05-07,9.108333333333334,5.333333333333333,12.808333333333332,59.833333333333336,15.166666666666666,1012.3083333333334,6800.0
2015 General Election, UK Independence Party,0,newcastle upon tyne north,2015-05-07,2014-05-07,9.108333333333334,5.333333333333333,12.808333333333332,59.833333333333336,15.166666666666666,1012.3083333333334,6800.0
2015 General Election, Green Party,18,newcastle upon tyne north,2015-05-07,2014-05-07,9.108333333333334,5.333333333333333,12.808333333333332,59.833333333333336,15.166666666666666,1012.3083333333334,6800.0
2017 General Election, Liberal Democrats,2,newcastle upon tyne north,2017-06-08,2016-06-08,9.108333333333334,5.333333333333333,12.808333333333332,59.833333333333336,15.166666666666666,1012.3083333333334,6800.0
2017 General Election, Labour Party,0,newcastle upon tyne north,2017-06-08,2016-06-08,9.108333333333334,5.333333333333333,12.808333333333332,59.833333333333336,15.166666666666666,1012.3083333333334,6800.0
2017 General Election, Liberal Democrats,1,newcastle upon tyne north,2017-06-08,2016-06-08,9.108333333333334,5.333333333333333,12.808333333333332,59.833333333333336,15.166666666666666,1012.3083333333334,6800.0
2017 General Election, Conservative Party,0,newcastle upon tyne north,2017-06-08,2016-06-08,9.108333333333334,5.333333333333333,12.808333333333332,59.833333333333336,15.166666666666666,1012.3083333333334,6800.0
2010 General Election, Liberal Democrats,2,north warwickshire,2010-05-06,2009-05-06,9.225000000000001,5.608333333333334,12.933333333333332,51.666666666666664,15.983333333333334,1012.9833333333332,6970.0
2010 General Election, Labour Party,7,north warwickshire,2010-05-06,2009-05-06,9.225000000000001,5.608333333333334,12.933333333333332,51.666666666666664,15.983333333333334,1012.9833333333332,6970.0
2010 General Election, Conservative Party,0,north warwickshire,2010-05-06,2009-05-06,9.225000000000001,5.608333333333334,12.933333333333332,51.666666666666664,15.983333333333334,1012.9833333333332,6970.0
2017 General Election, Conservative Party,0,north warwickshire,2017-06-08,2016-06-08,9.225000000000001,5.608333333333334,12.933333333333332,51.666666666666664,15.983333333333334,1012.9833333333332,6970.0
2010 General Election, Labour Party,0,newcastle upon tyne east,2010-05-06,2009-05-06,9.108333333333333,5.333333333333333,12.808333333333334,59.833333333333336,15.166666666666666,1012.3083333333333,6800.0
2010 General Election, Liberal Democrats,1,newcastle upon tyne east,2010-05-06,2009-05-06,9.108333333333333,5.333333333333333,12.808333333333334,59.833333333333336,15.166666666666666,1012.3083333333333,6800.0
2010 General Election, Labour Party,1,newcastle upon tyne east,2010-05-06,2009-05-06,9.108333333333333,5.333333333333333,12.808333333333334,59.833333333333336,15.166666666666666,1012.3083333333333,6800.0
2015 General Election, Labour Party,0,newcastle upon tyne east,2015-05-07,2014-05-07,9.108333333333333,5.333333333333333,12.808333333333334,59.833333333333336,15.166666666666666,1012.3083333333333,6800.0
2015 General Election, Liberal Democrats,4,newcastle upon tyne east,2015-05-07,2014-05-07,9.108333333333333,5.333333333333333,12.808333333333334,59.833333333333336,15.166666666666666,1012.3083333333333,6800.0
2015 General Election, UK Independence Party,0,newcastle upon tyne east,2015-05-07,2014-05-07,9.108333333333333,5.333333333333333,12.808333333333334,59.833333333333336,15.166666666666666,1012.3083333333333,6800.0
2017 General Election, Labour Party,1,newcastle upon tyne east,2017-06-08,2016-06-08,9.108333333333333,5.333333333333333,12.808333333333334,59.833333333333336,15.166666666666666,1012.3083333333333,6800.0
2017 General Election, Liberal Democrats,1,newcastle upon tyne east,2017-06-08,2016-06-08,9.108333333333333,5.333333333333333,12.808333333333334,59.833333333333336,15.166666666666666,1012.3083333333333,6800.0
2017 General Election, Labour Party,0,newcastle upon tyne east,2017-06-08,2016-06-08,9.108333333333333,5.333333333333333,12.808333333333334,59.833333333333336,15.166666666666666,1012.3083333333333,6800.0
2010 General Election, Conservative Party,1,north cornwall,2010-05-06,2009-05-06,10.616666666666669,8.15,13.025,89.91666666666667,18.1,1013.8833333333333,8510.0
2010 General Election, Conservative Party,16,north cornwall,2010-05-06,2009-05-06,10.616666666666669,8.15,13.025,89.91666666666667,18.1,1013.8833333333333,8510.0
2010 General Election, Conservative Party,0,north cornwall,2010-05-06,2009-05-06,10.616666666666669,8.15,13.025,89.91666666666667,18.1,1013.8833333333333,8510.0
2010 General Election, Liberal Democrats,0,north cornwall,2010-05-06,2009-05-06,10.616666666666669,8.15,13.025,89.91666666666667,18.1,1013.8833333333333,8510.0
2010 General Election, Liberal Democrats,2,north cornwall,2010-05-06,2009-05-06,10.616666666666669,8.15,13.025,89.91666666666667,18.1,1013.8833333333333,8510.0
2010 General Election, UK Independence Party,0,north cornwall,2010-05-06,2009-05-06,10.616666666666669,8.15,13.025,89.91666666666667,18.1,1013.8833333333333,8510.0
2010 General Election, Liberal Democrats,1,north cornwall,2010-05-06,2009-05-06,10.616666666666669,8.15,13.025,89.91666666666667,18.1,1013.8833333333333,8510.0
2015 General Election, Liberal Democrats,0,north cornwall,2015-05-07,2014-05-07,10.616666666666669,8.15,13.025,89.91666666666667,18.1,1013.8833333333333,8510.0
2015 General Election, UK Independence Party,0,north cornwall,2015-05-07,2014-05-07,10.616666666666669,8.15,13.025,89.91666666666667,18.1,1013.8833333333333,8510.0
2015 General Election, Labour Party,0,north cornwall,2015-05-07,2014-05-07,10.616666666666669,8.15,13.025,89.91666666666667,18.1,1013.8833333333333,8510.0
2015 General Election, UK Independence Party,2,north cornwall,2015-05-07,2014-05-07,10.616666666666669,8.15,13.025,89.91666666666667,18.1,1013.8833333333333,8510.0
2017 General Election, Liberal Democrats,0,north cornwall,2017-06-08,2016-06-08,10.616666666666669,8.15,13.025,89.91666666666667,18.1,1013.8833333333333,8510.0
2010 General Election, Labour Party,0,north west norfolk,2010-05-06,2009-05-06,9.525000000000002,5.875,13.237499999999997,,17.242857142857144,1016.9000000000002,
2010 General Election, Liberal Democrats,0,north west norfolk,2010-05-06,2009-05-06,9.525000000000002,5.875,13.237499999999997,,17.242857142857144,1016.9000000000002,
2017 General Election, Liberal Democrats,0,north west norfolk,2017-06-08,2016-06-08,9.525000000000002,5.875,13.237499999999997,,17.242857142857144,1016.9000000000002,
2017 General Election, Conservative Party,5,north west norfolk,2017-06-08,2016-06-08,9.525000000000002,5.875,13.237499999999997,,17.242857142857144,1016.9000000000002,
2017 General Election, Conservative Party,2,north west norfolk,2017-06-08,2016-06-08,9.525000000000002,5.875,13.237499999999997,,17.242857142857144,1016.9000000000002,
2010 General Election, Conservative Party,1,newcastle-under-lyme,2010-05-06,2009-05-06,9.241666666666667,5.275,13.216666666666667,51.666666666666664,12.425,1013.025,6970.0
2015 General Election, Conservative Party,0,newcastle-under-lyme,2015-05-07,2014-05-07,9.241666666666667,5.275,13.216666666666667,51.666666666666664,12.425,1013.025,6970.0
2015 General Election, Conservative Party,1,newcastle-under-lyme,2015-05-07,2014-05-07,9.241666666666667,5.275,13.216666666666667,51.666666666666664,12.425,1013.025,6970.0
2015 General Election, Labour Party,1,newcastle-under-lyme,2015-05-07,2014-05-07,9.241666666666667,5.275,13.216666666666667,51.666666666666664,12.425,1013.025,6970.0
2015 General Election, Labour Party,3,newcastle-under-lyme,2015-05-07,2014-05-07,9.241666666666667,5.275,13.216666666666667,51.666666666666664,12.425,1013.025,6970.0
2015 General Election, Liberal Democrats,9,newcastle-under-lyme,2015-05-07,2014-05-07,9.241666666666667,5.275,13.216666666666667,51.666666666666664,12.425,1013.025,6970.0
2017 General Election, Conservative Party,0,newcastle-under-lyme,2017-06-08,2016-06-08,9.241666666666667,5.275,13.216666666666667,51.666666666666664,12.425,1013.025,6970.0
2017 General Election, Labour Party,0,newcastle-under-lyme,2017-06-08,2016-06-08,9.241666666666667,5.275,13.216666666666667,51.666666666666664,12.425,1013.025,6970.0
2017 General Election, Liberal Democrats,4,newcastle-under-lyme,2017-06-08,2016-06-08,9.241666666666667,5.275,13.216666666666667,51.666666666666664,12.425,1013.025,6970.0
2017 General Election, Conservative Party,1,newcastle-under-lyme,2017-06-08,2016-06-08,9.241666666666667,5.275,13.216666666666667,51.666666666666664,12.425,1013.025,6970.0
2019 General Election, Conservative Party,2,newcastle-under-lyme,2019-12-12,2018-12-12,9.241666666666667,5.275,13.216666666666667,51.666666666666664,12.425,1013.025,6970.0
2019 General Election, Conservative Party,0,newcastle-under-lyme,2019-12-12,2018-12-12,9.241666666666667,5.275,13.216666666666667,51.666666666666664,12.425,1013.025,6970.0
2019 General Election, Labour Party,2,newcastle-under-lyme,2019-12-12,2018-12-12,9.241666666666667,5.275,13.216666666666667,51.666666666666664,12.425,1013.025,6970.0
2019 General Election, Conservative Party,1,newcastle-under-lyme,2019-12-12,2018-12-12,9.241666666666667,5.275,13.216666666666667,51.666666666666664,12.425,1013.025,6970.0
2019 General Election, Labour Party,0,newcastle-under-lyme,2019-12-12,2018-12-12,9.241666666666667,5.275,13.216666666666667,51.666666666666664,12.425,1013.025,6970.0
2019 General Election, Liberal Democrats,0,newcastle-under-lyme,2019-12-12,2018-12-12,9.241666666666667,5.275,13.216666666666667,51.666666666666664,12.425,1013.025,6970.0
2015 General Election, Green Party,16,north dorset,2015-05-07,2014-05-07,11.1,6.72,15.890909090909094,60.345454545454544,14.375,1015.9625,9051.42857142857
2015 General Election, Conservative Party,1,north dorset,2015-05-07,2014-05-07,11.1,6.72,15.890909090909094,60.345454545454544,14.375,1015.9625,9051.42857142857
2015 General Election, Liberal Democrats,0,north dorset,2015-05-07,2014-05-07,11.1,6.72,15.890909090909094,60.345454545454544,14.375,1015.9625,9051.42857142857
2015 General Election, Labour Party,0,north dorset,2015-05-07,2014-05-07,11.1,6.72,15.890909090909094,60.345454545454544,14.375,1015.9625,9051.42857142857
2015 General Election, UK Independence Party,0,north dorset,2015-05-07,2014-05-07,11.1,6.72,15.890909090909094,60.345454545454544,14.375,1015.9625,9051.42857142857
2017 General Election, Labour Party,0,norwich north,2017-06-08,2016-06-08,11.263636363636365,7.381818181818182,15.099999999999998,,15.409999999999998,1018.0181818181818,
2017 General Election, Conservative Party,1,norwich north,2017-06-08,2016-06-08,11.263636363636365,7.381818181818182,15.099999999999998,,15.409999999999998,1018.0181818181818,
2017 General Election, Liberal Democrats,5,norwich north,2017-06-08,2016-06-08,11.263636363636365,7.381818181818182,15.099999999999998,,15.409999999999998,1018.0181818181818,
2019 General Election, UK Independence Party,2,norwich north,2019-12-12,2018-12-12,11.263636363636365,7.381818181818182,15.099999999999998,,15.409999999999998,1018.0181818181818,
2010 General Election, Conservative Party,1,north east bedfordshire,2010-05-06,2009-05-06,10.233333333333333,6.611111111111111,13.92222222222222,,16.8125,1012.6750000000001,
2015 General Election, UK Independence Party,1,north east bedfordshire,2015-05-07,2014-05-07,10.233333333333333,6.611111111111111,13.92222222222222,,16.8125,1012.6750000000001,
2015 General Election, Labour Party,0,north east bedfordshire,2015-05-07,2014-05-07,10.233333333333333,6.611111111111111,13.92222222222222,,16.8125,1012.6750000000001,
2015 General Election, Liberal Democrats,2,north east bedfordshire,2015-05-07,2014-05-07,10.233333333333333,6.611111111111111,13.92222222222222,,16.8125,1012.6750000000001,
2015 General Election, Green Party,9,north east bedfordshire,2015-05-07,2014-05-07,10.233333333333333,6.611111111111111,13.92222222222222,,16.8125,1012.6750000000001,
2015 General Election, UK Independence Party,0,north east bedfordshire,2015-05-07,2014-05-07,10.233333333333333,6.611111111111111,13.92222222222222,,16.8125,1012.6750000000001,
2017 General Election, Liberal Democrats,0,north east bedfordshire,2017-06-08,2016-06-08,10.233333333333333,6.611111111111111,13.92222222222222,,16.8125,1012.6750000000001,
2017 General Election, UK Independence Party,0,north east bedfordshire,2017-06-08,2016-06-08,10.233333333333333,6.611111111111111,13.92222222222222,,16.8125,1012.6750000000001,
2017 General Election, Green Party,14,north east bedfordshire,2017-06-08,2016-06-08,10.233333333333333,6.611111111111111,13.92222222222222,,16.8125,1012.6750000000001,
2017 General Election, Labour Party,0,north east bedfordshire,2017-06-08,2016-06-08,10.233333333333333,6.611111111111111,13.92222222222222,,16.8125,1012.6750000000001,
2017 General Election, Conservative Party,2,north east bedfordshire,2017-06-08,2016-06-08,10.233333333333333,6.611111111111111,13.92222222222222,,16.8125,1012.6750000000001,
2019 General Election, Conservative Party,1,north east bedfordshire,2019-12-12,2018-12-12,10.233333333333333,6.611111111111111,13.92222222222222,,16.8125,1012.6750000000001,
2010 General Election, Liberal Democrats,1,orpington,2010-05-06,2009-05-06,10.883333333333333,7.041666666666668,14.641666666666666,57.416666666666664,13.899999999999999,1013.6166666666664,7185.0
2010 General Election, Conservative Party,7,orpington,2010-05-06,2009-05-06,10.883333333333333,7.041666666666668,14.641666666666666,57.416666666666664,13.899999999999999,1013.6166666666664,7185.0
2010 General Election, Labour Party,0,orpington,2010-05-06,2009-05-06,10.883333333333333,7.041666666666668,14.641666666666666,57.416666666666664,13.899999999999999,1013.6166666666664,7185.0
2010 General Election, Labour Party,2,orpington,2010-05-06,2009-05-06,10.883333333333333,7.041666666666668,14.641666666666666,57.416666666666664,13.899999999999999,1013.6166666666664,7185.0
2010 General Election, Liberal Democrats,4,orpington,2010-05-06,2009-05-06,10.883333333333333,7.041666666666668,14.641666666666666,57.416666666666664,13.899999999999999,1013.6166666666664,7185.0
2010 General Election, UK Independence Party,0,orpington,2010-05-06,2009-05-06,10.883333333333333,7.041666666666668,14.641666666666666,57.416666666666664,13.899999999999999,1013.6166666666664,7185.0
2010 General Election, Conservative Party,3,orpington,2010-05-06,2009-05-06,10.883333333333333,7.041666666666668,14.641666666666666,57.416666666666664,13.899999999999999,1013.6166666666664,7185.0
2010 General Election, Liberal Democrats,2,orpington,2010-05-06,2009-05-06,10.883333333333333,7.041666666666668,14.641666666666666,57.416666666666664,13.899999999999999,1013.6166666666664,7185.0
2017 General Election, Labour Party,0,orpington,2017-06-08,2016-06-08,10.883333333333333,7.041666666666668,14.641666666666666,57.416666666666664,13.899999999999999,1013.6166666666664,7185.0
2017 General Election, Liberal Democrats,0,orpington,2017-06-08,2016-06-08,10.883333333333333,7.041666666666668,14.641666666666666,57.416666666666664,13.899999999999999,1013.6166666666664,7185.0
2015 General Election, Green Party,56,north devon,2015-05-07,2014-05-07,10.857142857142858,7.085714285714287,14.4,,18.314285714285713,1009.95,
2010 General Election, Labour Party,4,oxford west and abingdon,2010-05-06,2009-05-06,9.799999999999999,6.116666666666665,13.45,63.833333333333336,11.949999999999998,1013.6833333333334,8520.0
2010 General Election, Liberal Democrats,0,oxford west and abingdon,2010-05-06,2009-05-06,9.799999999999999,6.116666666666665,13.45,63.833333333333336,11.949999999999998,1013.6833333333334,8520.0
2010 General Election, Conservative Party,0,oxford west and abingdon,2010-05-06,2009-05-06,9.799999999999999,6.116666666666665,13.45,63.833333333333336,11.949999999999998,1013.6833333333334,8520.0
2015 General Election, Liberal Democrats,1,oxford west and abingdon,2015-05-07,2014-05-07,9.799999999999999,6.116666666666665,13.45,63.833333333333336,11.949999999999998,1013.6833333333334,8520.0
2015 General Election, Conservative Party,5,oxford west and abingdon,2015-05-07,2014-05-07,9.799999999999999,6.116666666666665,13.45,63.833333333333336,11.949999999999998,1013.6833333333334,8520.0
2015 General Election, Conservative Party,1,oxford west and abingdon,2015-05-07,2014-05-07,9.799999999999999,6.116666666666665,13.45,63.833333333333336,11.949999999999998,1013.6833333333334,8520.0
2015 General Election, Green Party,20,oxford west and abingdon,2015-05-07,2014-05-07,9.799999999999999,6.116666666666665,13.45,63.833333333333336,11.949999999999998,1013.6833333333334,8520.0
2015 General Election, Liberal Democrats,0,oxford west and abingdon,2015-05-07,2014-05-07,9.799999999999999,6.116666666666665,13.45,63.833333333333336,11.949999999999998,1013.6833333333334,8520.0
2015 General Election, Liberal Democrats,10,oxford west and abingdon,2015-05-07,2014-05-07,9.799999999999999,6.116666666666665,13.45,63.833333333333336,11.949999999999998,1013.6833333333334,8520.0
2015 General Election, Conservative Party,2,oxford west and abingdon,2015-05-07,2014-05-07,9.799999999999999,6.116666666666665,13.45,63.833333333333336,11.949999999999998,1013.6833333333334,8520.0
2015 General Election, Liberal Democrats,3,oxford west and abingdon,2015-05-07,2014-05-07,9.799999999999999,6.116666666666665,13.45,63.833333333333336,11.949999999999998,1013.6833333333334,8520.0
2015 General Election, Labour Party,0,oxford west and abingdon,2015-05-07,2014-05-07,9.799999999999999,6.116666666666665,13.45,63.833333333333336,11.949999999999998,1013.6833333333334,8520.0
2015 General Election, UK Independence Party,2,oxford west and abingdon,2015-05-07,2014-05-07,9.799999999999999,6.116666666666665,13.45,63.833333333333336,11.949999999999998,1013.6833333333334,8520.0
2015 General Election, Liberal Democrats,8,oxford west and abingdon,2015-05-07,2014-05-07,9.799999999999999,6.116666666666665,13.45,63.833333333333336,11.949999999999998,1013.6833333333334,8520.0
2015 General Election, Green Party,13,oxford west and abingdon,2015-05-07,2014-05-07,9.799999999999999,6.116666666666665,13.45,63.833333333333336,11.949999999999998,1013.6833333333334,8520.0
2015 General Election, Conservative Party,0,oxford west and abingdon,2015-05-07,2014-05-07,9.799999999999999,6.116666666666665,13.45,63.833333333333336,11.949999999999998,1013.6833333333334,8520.0
2015 General Election, Green Party,15,oxford west and abingdon,2015-05-07,2014-05-07,9.799999999999999,6.116666666666665,13.45,63.833333333333336,11.949999999999998,1013.6833333333334,8520.0
2015 General Election, Liberal Democrats,2,oxford west and abingdon,2015-05-07,2014-05-07,9.799999999999999,6.116666666666665,13.45,63.833333333333336,11.949999999999998,1013.6833333333334,8520.0
2015 General Election, Liberal Democrats,18,oxford west and abingdon,2015-05-07,2014-05-07,9.799999999999999,6.116666666666665,13.45,63.833333333333336,11.949999999999998,1013.6833333333334,8520.0
2015 General Election, Liberal Democrats,7,oxford west and abingdon,2015-05-07,2014-05-07,9.799999999999999,6.116666666666665,13.45,63.833333333333336,11.949999999999998,1013.6833333333334,8520.0
2017 General Election, Conservative Party,0,oxford west and abingdon,2017-06-08,2016-06-08,9.799999999999999,6.116666666666665,13.45,63.833333333333336,11.949999999999998,1013.6833333333334,8520.0
2017 General Election, Liberal Democrats,0,oxford west and abingdon,2017-06-08,2016-06-08,9.799999999999999,6.116666666666665,13.45,63.833333333333336,11.949999999999998,1013.6833333333334,8520.0
2017 General Election, Liberal Democrats,2,oxford west and abingdon,2017-06-08,2016-06-08,9.799999999999999,6.116666666666665,13.45,63.833333333333336,11.949999999999998,1013.6833333333334,8520.0
2017 General Election, Labour Party,1,oxford west and abingdon,2017-06-08,2016-06-08,9.799999999999999,6.116666666666665,13.45,63.833333333333336,11.949999999999998,1013.6833333333334,8520.0
2017 General Election, Labour Party,0,oxford west and abingdon,2017-06-08,2016-06-08,9.799999999999999,6.116666666666665,13.45,63.833333333333336,11.949999999999998,1013.6833333333334,8520.0
2017 General Election, Liberal Democrats,4,oxford west and abingdon,2017-06-08,2016-06-08,9.799999999999999,6.116666666666665,13.45,63.833333333333336,11.949999999999998,1013.6833333333334,8520.0
2010 General Election, UK Independence Party,0,north durham,2010-05-06,2009-05-06,9.008333333333333,5.116666666666666,12.841666666666667,59.833333333333336,14.416666666666666,1012.4,6800.0
2010 General Election, Conservative Party,1,north durham,2010-05-06,2009-05-06,9.008333333333333,5.116666666666666,12.841666666666667,59.833333333333336,14.416666666666666,1012.4,6800.0
2010 General Election, Liberal Democrats,0,north durham,2010-05-06,2009-05-06,9.008333333333333,5.116666666666666,12.841666666666667,59.833333333333336,14.416666666666666,1012.4,6800.0
2010 General Election, Labour Party,3,north durham,2010-05-06,2009-05-06,9.008333333333333,5.116666666666666,12.841666666666667,59.833333333333336,14.416666666666666,1012.4,6800.0
2010 General Election, Conservative Party,0,north durham,2010-05-06,2009-05-06,9.008333333333333,5.116666666666666,12.841666666666667,59.833333333333336,14.416666666666666,1012.4,6800.0
2015 General Election, Conservative Party,0,north durham,2015-05-07,2014-05-07,9.008333333333333,5.116666666666666,12.841666666666667,59.833333333333336,14.416666666666666,1012.4,6800.0
2019 General Election, Labour Party,1,north durham,2019-12-12,2018-12-12,9.008333333333333,5.116666666666666,12.841666666666667,59.833333333333336,14.416666666666666,1012.4,6800.0
2010 General Election, Green Party,22,north east somerset,2010-05-06,2009-05-06,9.566666666666666,6.033333333333334,13.024999999999999,63.833333333333336,14.950000000000001,1013.9083333333333,8520.0
2010 General Election, UK Independence Party,0,north east somerset,2010-05-06,2009-05-06,9.566666666666666,6.033333333333334,13.024999999999999,63.833333333333336,14.950000000000001,1013.9083333333333,8520.0
2010 General Election, Liberal Democrats,2,north east somerset,2010-05-06,2009-05-06,9.566666666666666,6.033333333333334,13.024999999999999,63.833333333333336,14.950000000000001,1013.9083333333333,8520.0
2010 General Election, Conservative Party,6,north east somerset,2010-05-06,2009-05-06,9.566666666666666,6.033333333333334,13.024999999999999,63.833333333333336,14.950000000000001,1013.9083333333333,8520.0
2010 General Election, Labour Party,6,north east somerset,2010-05-06,2009-05-06,9.566666666666666,6.033333333333334,13.024999999999999,63.833333333333336,14.950000000000001,1013.9083333333333,8520.0
2010 General Election, Labour Party,0,north east somerset,2010-05-06,2009-05-06,9.566666666666666,6.033333333333334,13.024999999999999,63.833333333333336,14.950000000000001,1013.9083333333333,8520.0
2015 General Election, Conservative Party,0,north east somerset,2015-05-07,2014-05-07,9.566666666666666,6.033333333333334,13.024999999999999,63.833333333333336,14.950000000000001,1013.9083333333333,8520.0
2015 General Election, Liberal Democrats,0,north east somerset,2015-05-07,2014-05-07,9.566666666666666,6.033333333333334,13.024999999999999,63.833333333333336,14.950000000000001,1013.9083333333333,8520.0
2015 General Election, UK Independence Party,0,north east somerset,2015-05-07,2014-05-07,9.566666666666666,6.033333333333334,13.024999999999999,63.833333333333336,14.950000000000001,1013.9083333333333,8520.0
2015 General Election, Conservative Party,2,north east somerset,2015-05-07,2014-05-07,9.566666666666666,6.033333333333334,13.024999999999999,63.833333333333336,14.950000000000001,1013.9083333333333,8520.0
2017 General Election, Conservative Party,0,north east somerset,2017-06-08,2016-06-08,9.566666666666666,6.033333333333334,13.024999999999999,63.833333333333336,14.950000000000001,1013.9083333333333,8520.0
2015 General Election, Labour Party,0,peterborough,2015-05-07,2014-05-07,9.0625,5.5125,12.699999999999998,,17.787499999999998,1015.6499999999999,
2015 General Election, Labour Party,2,peterborough,2015-05-07,2014-05-07,9.0625,5.5125,12.699999999999998,,17.787499999999998,1015.6499999999999,
2015 General Election, Labour Party,11,peterborough,2015-05-07,2014-05-07,9.0625,5.5125,12.699999999999998,,17.787499999999998,1015.6499999999999,
2015 General Election, Green Party,11,peterborough,2015-05-07,2014-05-07,9.0625,5.5125,12.699999999999998,,17.787499999999998,1015.6499999999999,
2017 General Election, Labour Party,2,peterborough,2017-06-08,2016-06-08,9.0625,5.5125,12.699999999999998,,17.787499999999998,1015.6499999999999,
2017 General Election, Conservative Party,0,peterborough,2017-06-08,2016-06-08,9.0625,5.5125,12.699999999999998,,17.787499999999998,1015.6499999999999,
2017 General Election, Liberal Democrats,3,peterborough,2017-06-08,2016-06-08,9.0625,5.5125,12.699999999999998,,17.787499999999998,1015.6499999999999,
